Area,Instituicao,Modalidade,Inicio Doutorado_disc,Inicio Mestrado_disc,Docentes_disc,Dissertacoes_disc,Teses_disc,Di/Te_disc,TotalPeriodicos_disc,Total Qualificados_disc,A1_disc,A2_disc,B1_disc,B2_disc,B3_disc,B4_disc,B5_disc,C_disc,NC_disc,Conferencias_disc,Livros_disc,Capitulos_disc,Coletaneas_disc,Prod.Artistica_disc,Outros_disc,Conceito
Medicina_Veterinaria,UFRGS,Acad,"(1995.8, 2000.2]","(1964.9, 1969.8]","(22.6, 28.8]","(86.2, 104.8]","(27, 36]","(2.719, 3.767]","(289.8, 369.2]","(346.2, 1119]","(7.2, 14.4]","(23.7, 31.6]","(101.4, 134.3]","(32.4, 43.2]","(7.5, 15]","(109.2, 291]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(60.8, 76]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Medicina_Veterinaria,UFRGS,Acad,"(2004.6, 2009]","(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Medicina_Veterinaria,UFRPE,Acad,"(1995.8, 2000.2]","(1974.7, 1979.6]","(16.4, 22.6]","(86.2, 104.8]","(45, 54]","(1.687, 1.926]","(236.7, 289.8]","(222.3, 276.4]","[0, 7.2]","(15.8, 23.7]","(60.5, 72.6]","(10.8, 21.6]","(15, 22.5]","(72.8, 109.2]","[0, 8.4]","[0, 4.5]","(36.7, 44.8]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Medicina_Veterinaria,UFRRJ,Acad,"(1973.8, 1978.2]","(1969.8, 1974.7]","(22.6, 28.8]","(42.6, 56.8]","(45, 54]","(0.972, 1.237]","(236.7, 289.8]","(222.3, 276.4]","[0, 7.2]","(23.7, 31.6]","(84.7, 101.4]","(21.6, 32.4]","(53.5, 62]","(43, 51.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Medicina_Veterinaria,UFV,Acad,"(2004.6, 2009]","(1994.3, 1999.2]","(22.6, 28.8]","(56.8, 71]","(9, 18]","(3.767, 6.772]","(200.6, 236.7]","(187.4, 222.3]","[0, 7.2]","(15.8, 23.7]","(84.7, 101.4]","(21.6, 32.4]","(37.5, 45]","(17.2, 25.8]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","(4.6, 9.2]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Medicina_Veterinaria,UNESP/BOT,Acad,"(1978.2, 1982.6]","(1979.6, 1984.5]","(41.2, 47.4]","(126.4, 159.8]","(74, 90]","(1.467, 1.687]","(369.2, 1543]","(346.2, 1119]","(7.2, 14.4]","(47.4, 55.3]","(134.3, 243]","(32.4, 43.2]","(83.5, 192]","(72.8, 109.2]","(25.2, 33.6]","[0, 4.5]","(10.2, 15.3]","(33.5, 67]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Medicina_Veterinaria,USP,Acad,"(1991.4, 1995.8]","(1989.4, 1994.3]","(10.2, 16.4]","(14.2, 28.4]","(9, 18]","(2.252, 2.719]","(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(36.3, 48.4]","(21.6, 32.4]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Medicina_Veterinaria,USP,Acad,"(1991.4, 1995.8]","(1974.7, 1979.6]","(10.2, 16.4]","(28.4, 42.6]","(18, 27]","(0.972, 1.237]","(132.4, 165.5]","(123.6, 154.5]","[0, 7.2]","(23.7, 31.6]","(48.4, 60.5]","(10.8, 21.6]","(15, 22.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Medicina_Veterinaria,UFF,Prof,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFF,Acad,"(2000.2, 2004.6]","(1969.8, 1974.7]","[4, 10.2]","(14.2, 28.4]","(18, 27]","(0.972, 1.237]","(66.2, 99.3]","(92.7, 123.6]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","(22.5, 30]","(25.8, 34.4]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFF,Acad,"(2004.6, 2009]","(1984.5, 1989.4]","(10.2, 16.4]","(56.8, 71]","[0, 9]","(6.772, 87]","(165.5, 200.6]","(154.5, 187.4]","[0, 7.2]","(7.9, 15.8]","(36.3, 48.4]","[0, 10.8]","(53.5, 62]","(51.6, 63.2]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFG,Acad,"(2000.2, 2004.6]","(1994.3, 1999.2]","(28.8, 35]","(71, 86.2]","(54, 63]","(1.237, 1.467]","(236.7, 289.8]","(222.3, 276.4]","[0, 7.2]","(7.9, 15.8]","(60.5, 72.6]","(21.6, 32.4]","(7.5, 15]","(109.2, 291]","(16.8, 25.2]","[0, 4.5]","(5.1, 10.2]","(67, 100.5]","[0, 4.6]","(111.4, 131.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFLA,Acad,"(2004.6, 2009]","(1999.2, 2004.1]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","[0, 7.9]","(24.2, 36.3]","[0, 10.8]","(7.5, 15]","(43, 51.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFMT,Acad,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","(24.2, 36.3]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFPR,Acad,"(2004.6, 2009]","(1984.5, 1989.4]","(16.4, 22.6]","(71, 86.2]","[0, 9]",,"(200.6, 236.7]","(187.4, 222.3]","[0, 7.2]","[0, 7.9]","(48.4, 60.5]","(10.8, 21.6]","(37.5, 45]","(63.2, 72.8]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFRPE,Acad,"(2004.6, 2009]","(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","(7.9, 15.8]","(24.2, 36.3]","(10.8, 21.6]","(7.5, 15]","(17.2, 25.8]","[0, 8.4]","[0, 4.5]","(15.3, 20.4]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFRRJ,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","(10.8, 21.6]","[0, 7.5]","(17.2, 25.8]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFU,Acad,,"(1994.3, 1999.2]","(16.4, 22.6]","(42.6, 56.8]","[0, 9]",,"(132.4, 165.5]","(123.6, 154.5]","[0, 7.2]","(7.9, 15.8]","(24.2, 36.3]","(10.8, 21.6]","(15, 22.5]","(51.6, 63.2]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UNB,Acad,"(2004.6, 2009]","(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]","(6.772, 87]","(132.4, 165.5]","(123.6, 154.5]","[0, 7.2]","(23.7, 31.6]","(36.3, 48.4]","(10.8, 21.6]","(7.5, 15]","(34.4, 43]","[0, 8.4]","[0, 4.5]","(15.3, 20.4]","(33.5, 67]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UNB,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(66.2, 99.3]","(92.7, 123.6]","[0, 7.2]","(7.9, 15.8]","(36.3, 48.4]","[0, 10.8]","[0, 7.5]","(17.2, 25.8]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UNESP/Arac,Acad,,"(1999.2, 2004.1]","(22.6, 28.8]","(56.8, 71]","[0, 9]",,"(132.4, 165.5]","(123.6, 154.5]","[0, 7.2]","(15.8, 23.7]","(36.3, 48.4]","(10.8, 21.6]","(22.5, 30]","(25.8, 34.4]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UNESP/JAB,Acad,"(1995.8, 2000.2]","(1989.4, 1994.3]","(10.2, 16.4]","(56.8, 71]","(36, 45]","(1.237, 1.467]","(132.4, 165.5]","(123.6, 154.5]","[0, 7.2]","[0, 7.9]","(48.4, 60.5]","(32.4, 43.2]","[0, 7.5]","(43, 51.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UNIP,Acad,"(2004.6, 2009]","(1999.2, 2004.1]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"(66.2, 99.3]","(30.9, 61.8]","(7.2, 14.4]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,USP,Acad,"(1987, 1991.4]","(1989.4, 1994.3]","(10.2, 16.4]","(28.4, 42.6]","(9, 18]","(2.252, 2.719]","(132.4, 165.5]","(123.6, 154.5]","[0, 7.2]","[0, 7.9]","(36.3, 48.4]","(32.4, 43.2]","(7.5, 15]","(25.8, 34.4]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Medicina_Veterinaria,UFES,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Medicina_Veterinaria,UFPA,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(24.2, 36.3]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Medicina_Veterinaria,UNIFENAS,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Medicina_Veterinaria,UNIFRAN,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(24.2, 36.3]","(10.8, 21.6]","[0, 7.5]","(17.2, 25.8]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Medicina_Veterinaria,UNIPAR,Acad,,"(2004.1, 2009]","[4, 10.2]","(14.2, 28.4]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","(7.5, 15]","(34.4, 43]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Medicina_Veterinaria,UNOESTE,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","(10.8, 21.6]","(7.5, 15]","(25.8, 34.4]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Medicina_Veterinaria,UVV,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"[0, 33.1]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Odontologia,UNESP/ARAR,Acad,"(1991.4, 1995.8]","(1989.4, 1994.3]","(16.4, 22.6]","(14.2, 28.4]","(27, 36]","[0.25, 0.972]","(200.6, 236.7]","(187.4, 222.3]","(28.8, 36]","(47.4, 55.3]","(24.2, 36.3]","(21.6, 32.4]","(22.5, 30]","(25.8, 34.4]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Seis
Odontologia,UNICAMP/Pi,Acad,"(1991.4, 1995.8]","(1989.4, 1994.3]","(28.8, 35]","(56.8, 71]","(74, 90]","[0.25, 0.972]","(236.7, 289.8]","(276.4, 346.2]","(52.4, 61.6]","(55.3, 66.4]","(48.4, 60.5]","(32.4, 43.2]","(30, 37.5]","(34.4, 43]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Seis
Odontologia,UNICAMP/Pi,Acad,"(1995.8, 2000.2]","(1994.3, 1999.2]","[4, 10.2]","(14.2, 28.4]","(9, 18]","(1.237, 1.467]","(99.3, 132.4]","(123.6, 154.5]","(21.6, 28.8]","(23.7, 31.6]","(12.1, 24.2]","(10.8, 21.6]","(15, 22.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Seis
Odontologia,UNICAMP/Pi,Acad,"(1987, 1991.4]","(1979.6, 1984.5]","[4, 10.2]","(14.2, 28.4]","(18, 27]","[0.25, 0.972]","(165.5, 200.6]","(154.5, 187.4]","(21.6, 28.8]","(31.6, 39.5]","(24.2, 36.3]","(21.6, 32.4]","(30, 37.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Seis
Odontologia,UERJ,Acad,"(1995.8, 2000.2]","(1979.6, 1984.5]","(16.4, 22.6]","(56.8, 71]","(45, 54]","(1.237, 1.467]","(165.5, 200.6]","(154.5, 187.4]","(21.6, 28.8]","(15.8, 23.7]","(12.1, 24.2]","(10.8, 21.6]","(30, 37.5]","(25.8, 34.4]","(33.6, 42]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UFPEL,Acad,"(2000.2, 2004.6]","(1974.7, 1979.6]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]","(1.926, 2.252]","(99.3, 132.4]","(92.7, 123.6]","(14.4, 21.6]","(23.7, 31.6]","(12.1, 24.2]","[0, 10.8]","(7.5, 15]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UFRGS,Acad,"(2000.2, 2004.6]","(1989.4, 1994.3]","(16.4, 22.6]","(42.6, 56.8]","(9, 18]","(3.767, 6.772]","(165.5, 200.6]","(154.5, 187.4]","(28.8, 36]","(15.8, 23.7]","(12.1, 24.2]","(21.6, 32.4]","(22.5, 30]","(34.4, 43]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UFRJ,Acad,"(1978.2, 1982.6]","[1960, 1964.9]","(16.4, 22.6]","(42.6, 56.8]","(9, 18]","(2.719, 3.767]","(200.6, 236.7]","(187.4, 222.3]","(28.8, 36]","(23.7, 31.6]","(24.2, 36.3]","(32.4, 43.2]","(30, 37.5]","(17.2, 25.8]","(16.8, 25.2]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UNAERP,Acad,"(2004.6, 2009]","(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","(9, 18]","(2.719, 3.767]","(33.1, 66.2]","(61.8, 92.7]","(7.2, 14.4]","(7.9, 15.8]","(12.1, 24.2]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UNESP/Arac,Acad,"(1991.4, 1995.8]","(1989.4, 1994.3]","(10.2, 16.4]","[0, 14.2]","(9, 18]","[0.25, 0.972]","(66.2, 99.3]","(61.8, 92.7]","(14.4, 21.6]","(15.8, 23.7]","(12.1, 24.2]","(10.8, 21.6]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UNESP/ARAR,Acad,"(1982.6, 1987]","(1974.7, 1979.6]","(16.4, 22.6]","(28.4, 42.6]","(27, 36]","(0.972, 1.237]","(289.8, 369.2]","(276.4, 346.2]","(14.4, 21.6]","(23.7, 31.6]","(24.2, 36.3]","(32.4, 43.2]","(30, 37.5]","(72.8, 109.2]","(42, 50.4]","[0, 4.5]","(10.2, 15.3]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UNESP/ARAR,Acad,"(1995.8, 2000.2]","(1994.3, 1999.2]","(10.2, 16.4]","(14.2, 28.4]","(9, 18]","(1.237, 1.467]","(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","(7.9, 15.8]","(24.2, 36.3]","(21.6, 32.4]","(7.5, 15]","(17.2, 25.8]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UNESP/SJC,Acad,"(1991.4, 1995.8]","(1989.4, 1994.3]","(10.2, 16.4]","(28.4, 42.6]","(18, 27]","(1.467, 1.687]","(165.5, 200.6]","(154.5, 187.4]","(7.2, 14.4]","(15.8, 23.7]","(12.1, 24.2]","(32.4, 43.2]","(7.5, 15]","(43, 51.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UnG,Acad,"(2004.6, 2009]","(1999.2, 2004.1]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(99.3, 132.4]","(123.6, 154.5]","(14.4, 21.6]","(23.7, 31.6]","(12.1, 24.2]","(10.8, 21.6]","(7.5, 15]","(17.2, 25.8]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UNICAMP/Pi,Acad,"(1982.6, 1987]","(1969.8, 1974.7]","(10.2, 16.4]","(14.2, 28.4]","(18, 27]","(0.972, 1.237]","(99.3, 132.4]","(92.7, 123.6]","(14.4, 21.6]","(23.7, 31.6]","[0, 12.1]","[0, 10.8]","(15, 22.5]","(17.2, 25.8]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UNICAMP/Pi,Prof,,"(1999.2, 2004.1]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","(7.9, 15.8]","(24.2, 36.3]","(10.8, 21.6]","(15, 22.5]","(25.8, 34.4]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,UNICAMP/Pi,Acad,"(1991.4, 1995.8]","(1979.6, 1984.5]","(10.2, 16.4]","(14.2, 28.4]","(9, 18]","[0.25, 0.972]","(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","(7.9, 15.8]","(12.1, 24.2]","[0, 10.8]","(15, 22.5]","(8.6, 17.2]","(16.8, 25.2]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,USP,Acad,"(1987, 1991.4]","(1984.5, 1989.4]","(10.2, 16.4]","(14.2, 28.4]","(18, 27]","[0.25, 0.972]","(132.4, 165.5]","(123.6, 154.5]","(7.2, 14.4]","(7.9, 15.8]","(36.3, 48.4]","(21.6, 32.4]","(7.5, 15]","(25.8, 34.4]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,USP,Acad,"(1987, 1991.4]","(1984.5, 1989.4]","(10.2, 16.4]","[0, 14.2]","(9, 18]","[0.25, 0.972]","(99.3, 132.4]","(92.7, 123.6]","(21.6, 28.8]","(15.8, 23.7]","(24.2, 36.3]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,USP,Acad,"(1987, 1991.4]","(1984.5, 1989.4]","(10.2, 16.4]","(14.2, 28.4]","(18, 27]","[0.25, 0.972]","(99.3, 132.4]","(92.7, 123.6]","(7.2, 14.4]","(23.7, 31.6]","(24.2, 36.3]","(10.8, 21.6]","(22.5, 30]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,USP/FOB,Acad,"(1982.6, 1987]","(1969.8, 1974.7]","[4, 10.2]","(28.4, 42.6]","(9, 18]","(2.252, 2.719]","(99.3, 132.4]","(123.6, 154.5]","(14.4, 21.6]","(7.9, 15.8]","(36.3, 48.4]","[0, 10.8]","(15, 22.5]","(25.8, 34.4]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","(6.2, 12.4]","[0, 3.1]",Cinco
Odontologia,USP/RP,Acad,"(2004.6, 2009]","(1994.3, 1999.2]","[4, 10.2]","[0, 14.2]","[0, 9]","(3.767, 6.772]","(99.3, 132.4]","(92.7, 123.6]","(28.8, 36]","(23.7, 31.6]","(12.1, 24.2]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,USP/RP,Acad,"(1982.6, 1987]","(1979.6, 1984.5]","(22.6, 28.8]","(28.4, 42.6]","(18, 27]","(1.467, 1.687]","(200.6, 236.7]","(187.4, 222.3]","(14.4, 21.6]","(23.7, 31.6]","(48.4, 60.5]","(43.2, 54]","(30, 37.5]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","(15.3, 20.4]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Odontologia,USP/RP,Acad,"(2000.2, 2004.6]","(1994.3, 1999.2]","[4, 10.2]","(14.2, 28.4]","(9, 18]","(1.237, 1.467]","(66.2, 99.3]","(92.7, 123.6]","(7.2, 14.4]","(15.8, 23.7]","(24.2, 36.3]","(10.8, 21.6]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
