Area,Instituicao,Modalidade,Inicio Doutorado_disc,Inicio Mestrado_disc,Docentes_disc,Dissertacoes_disc,Teses_disc,Di/Te_disc,TotalPeriodicos_disc,Total Qualificados_disc,A1_disc,A2_disc,B1_disc,B2_disc,B3_disc,B4_disc,B5_disc,C_disc,NC_disc,Conferencias_disc,Livros_disc,Capitulos_disc,Coletaneas_disc,Prod.Artistica_disc,Outros_disc,Conceito
Educacao_Fisica,UFMG,Acad,"(2004.6, 2009]","(1984.5, 1989.4]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","(7.9, 15.8]","(12.1, 24.2]","(10.8, 21.6]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Quatro
Educacao_Fisica,UFSM,Acad,,"(1989.4, 1994.3]","(10.2, 16.4]","(56.8, 71]","[0, 9]",,"(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","[0, 7.9]","(60.5, 72.6]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","(9, 13.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","(2.9, 5.8]","[0, 6.2]","[0, 3.1]",Quatro
Educacao_Fisica,UGF,Acad,"(1991.4, 1995.8]","(1984.5, 1989.4]","[4, 10.2]","(42.6, 56.8]","(9, 18]","(2.719, 3.767]","(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","[0, 7.9]","(24.2, 36.3]","(10.8, 21.6]","[0, 7.5]","(25.8, 34.4]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Quatro
Educacao_Fisica,UNICAMP,Acad,"(1991.4, 1995.8]","(1984.5, 1989.4]","(28.8, 35]","(71, 86.2]","(36, 45]","(1.926, 2.252]","(289.8, 369.2]","(276.4, 346.2]","(7.2, 14.4]","(7.9, 15.8]","(48.4, 60.5]","(54, 64.8]","(22.5, 30]","(109.2, 291]","(16.8, 25.2]","[0, 4.5]","(10.2, 15.3]","(67, 100.5]","(33.4, 39.8]","(131.6, 169]","(17.4, 21.6]","[0, 6.2]","(15.5, 18.6]",Quatro
Educacao_Fisica,UNICSUL,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(165.5, 200.6]","(123.6, 154.5]","(52.4, 61.6]","(39.5, 47.4]","(36.3, 48.4]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(15.3, 20.4]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Educacao_Fisica,UNIMEP,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(56.8, 71]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","(21.6, 32.4]","(7.5, 15]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(100.5, 137]","(9.2, 13.8]","(60.8, 76]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Quatro
Educacao_Fisica,UNIMEP,Acad,,"(1999.2, 2004.1]","[4, 10.2]","(42.6, 56.8]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","(7.9, 15.8]","(24.2, 36.3]","(10.8, 21.6]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Educacao_Fisica,UNINOVE,Acad,,"(2004.1, 2009]","(16.4, 22.6]","(14.2, 28.4]","[0, 9]",,"(200.6, 236.7]","(187.4, 222.3]","(14.4, 21.6]","(15.8, 23.7]","(36.3, 48.4]","(54, 64.8]","(45, 53.5]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","(10.2, 15.3]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Educacao_Fisica,USJT,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(56.8, 71]","[0, 9]",,"(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","(7.9, 15.8]","(24.2, 36.3]","(21.6, 32.4]","(15, 22.5]","(17.2, 25.8]","(16.8, 25.2]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","(30.4, 45.6]","(5.8, 8.7]","(12.4, 18.6]","[0, 3.1]",Quatro
Educacao_Fisica,USP,Acad,"(1995.8, 2000.2]","(1994.3, 1999.2]","(16.4, 22.6]","(14.2, 28.4]","(9, 18]","(1.467, 1.687]","(99.3, 132.4]","(92.7, 123.6]","(7.2, 14.4]","(15.8, 23.7]","(36.3, 48.4]","(10.8, 21.6]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Educacao_Fisica,USP/FOB,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(99.3, 132.4]","(92.7, 123.6]","[0, 7.2]","(7.9, 15.8]","(60.5, 72.6]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Educacao_Fisica,UTP,Acad,"(2004.6, 2009]","(1994.3, 1999.2]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","(48.4, 60.5]","(10.8, 21.6]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","(6.2, 9.3]",Quatro
Educacao_Fisica,UFPE,Acad,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Educacao_Fisica,UFPEL,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(132.4, 165.5]","(123.6, 154.5]","(14.4, 21.6]","(7.9, 15.8]","(36.3, 48.4]","(21.6, 32.4]","[0, 7.5]","(25.8, 34.4]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Educacao_Fisica,UFRJ,Acad,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Educacao_Fisica,UFRN,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","(10.8, 21.6]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Educacao_Fisica,UFV,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(165.5, 200.6]","(154.5, 187.4]","[0, 7.2]","[0, 7.9]","(24.2, 36.3]","(21.6, 32.4]","(22.5, 30]","(43, 51.6]","(25.2, 33.6]","[0, 4.5]","[0, 5.1]","(33.5, 67]","(4.6, 9.2]","(30.4, 45.6]","(5.8, 8.7]","[0, 6.2]","[0, 3.1]",Tres
Educacao_Fisica,UNB,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(33.1, 66.2]","(61.8, 92.7]","[0, 7.2]","(7.9, 15.8]","(12.1, 24.2]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","[0, 5.1]","[0, 33.5]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Educacao_Fisica,UNESP/PP,Acad,,"(2004.1, 2009]","(10.2, 16.4]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","(12.1, 24.2]","(10.8, 21.6]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Educacao_Fisica,UNICID,Acad,,"(2004.1, 2009]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(66.2, 99.3]","(30.9, 61.8]","(7.2, 14.4]","(7.9, 15.8]","(12.1, 24.2]","(10.8, 21.6]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Educacao_Fisica,UNIVERSO,Acad,,"(2004.1, 2009]","[4, 10.2]","(14.2, 28.4]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","(7.9, 15.8]","(12.1, 24.2]","(10.8, 21.6]","[0, 7.5]","(17.2, 25.8]","[0, 8.4]","(4.5, 9]","[0, 5.1]","[0, 33.5]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","(50, 102]","[0, 3.1]",Tres
Educacao_Fisica,UVA,Prof,,"(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","(7.9, 15.8]","(48.4, 60.5]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","[0, 33.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Tres
Engenharias_I,UFRJ,Acad,"[1962, 1969.4]","(1964.9, 1969.8]","(35, 41.2]","(159.8, 293]","(90, 147]","(1.687, 1.926]","(165.5, 200.6]","(154.5, 187.4]","(43.2, 52.4]","(47.4, 55.3]","[0, 12.1]","(10.8, 21.6]","(15, 22.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","(15.3, 20.4]","(445, 1198]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Sete
Engenharias_I,USP/SC,Acad,"(1969.4, 1973.8]","(1969.8, 1974.7]","(16.4, 22.6]","(42.6, 56.8]","(27, 36]","(1.687, 1.926]","(236.7, 289.8]","(222.3, 276.4]","(14.4, 21.6]","(23.7, 31.6]","[0, 12.1]","(10.8, 21.6]","(7.5, 15]","(8.6, 17.2]","(94.2, 171]","[0, 4.5]","(5.1, 10.2]","(254.5, 320]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Sete
Engenharias_I,USP/SC,Acad,"(1973.8, 1978.2]","(1969.8, 1974.7]","(22.6, 28.8]","(71, 86.2]","(36, 45]","(1.687, 1.926]","(132.4, 165.5]","(123.6, 154.5]","(28.8, 36]","(23.7, 31.6]","[0, 12.1]","(21.6, 32.4]","(7.5, 15]","[0, 8.6]","(16.8, 25.2]","[0, 4.5]","[0, 5.1]","(254.5, 320]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Sete
Engenharias_I,UFMG,Acad,"(1995.8, 2000.2]","(1969.8, 1974.7]","(16.4, 22.6]","(86.2, 104.8]","(18, 27]","(3.767, 6.772]","(66.2, 99.3]","(61.8, 92.7]","(7.2, 14.4]","(15.8, 23.7]","[0, 12.1]","(21.6, 32.4]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(320, 445]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Seis
Engenharias_I,UNB,Acad,"(1991.4, 1995.8]","(1984.5, 1989.4]","[4, 10.2]","(28.4, 42.6]","(18, 27]","(1.467, 1.687]","[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(211, 254.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Seis
Engenharias_I,USP/SC,Acad,"(1982.6, 1987]","(1974.7, 1979.6]","(10.2, 16.4]","(14.2, 28.4]","(9, 18]","(2.252, 2.719]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(15.8, 23.7]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(137, 172.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Seis
Engenharias_I,UFRGS,Acad,"(1987, 1991.4]","(1964.9, 1969.8]","(22.6, 28.8]","(28.4, 42.6]","(18, 27]","(0.972, 1.237]","(66.2, 99.3]","(61.8, 92.7]","(7.2, 14.4]","[0, 7.9]","[0, 12.1]","(21.6, 32.4]","(30, 37.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(211, 254.5]","(4.6, 9.2]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Engenharias_I,UFRJ,Acad,"(1987, 1991.4]","(1974.7, 1979.6]","(10.2, 16.4]","(71, 86.2]","(36, 45]","(1.687, 1.926]","[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(137, 172.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Engenharias_I,UFSC,Acad,"(1995.8, 2000.2]","(1989.4, 1994.3]","(35, 41.2]","(104.8, 126.4]","(45, 54]","(2.252, 2.719]","(66.2, 99.3]","(61.8, 92.7]","(14.4, 21.6]","(15.8, 23.7]","[0, 12.1]","(10.8, 21.6]","(7.5, 15]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(445, 1198]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Engenharias_I,UNB,Acad,"(1995.8, 2000.2]","(1989.4, 1994.3]","(10.2, 16.4]","(28.4, 42.6]","(9, 18]","(2.252, 2.719]","[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Engenharias_I,USP,Acad,"(1969.4, 1973.8]","(1969.8, 1974.7]","(47.4, 54.6]","(104.8, 126.4]","(63, 74]","(1.467, 1.687]","(200.6, 236.7]","(187.4, 222.3]","(21.6, 28.8]","(23.7, 31.6]","[0, 12.1]","(21.6, 32.4]","(15, 22.5]","(63.2, 72.8]","(42, 50.4]","(4.5, 9]","[0, 5.1]","(445, 1198]","[0, 4.6]","(76, 92.4]","[0, 2.9]","[0, 6.2]","(3.1, 6.2]",Cinco
Engenharias_I,USP/SC,Acad,"(1987, 1991.4]","(1984.5, 1989.4]","(16.4, 22.6]","(28.4, 42.6]","(36, 45]","[0.25, 0.972]","(99.3, 132.4]","(92.7, 123.6]","(7.2, 14.4]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","(30, 37.5]","(8.6, 17.2]","(33.6, 42]","[0, 4.5]","(10.2, 15.3]","(100.5, 137]","(4.6, 9.2]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Engenharias_I,USP/SC,Acad,"(1973.8, 1978.2]","(1969.8, 1974.7]","(10.2, 16.4]","(28.4, 42.6]","(9, 18]","(2.719, 3.767]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(172.5, 211]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Cinco
Engenharias_I,UERJ,Prof,,"(1994.3, 1999.2]","(10.2, 16.4]","(56.8, 71]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(137, 172.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UERJ,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(14.2, 28.4]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","(7.2, 14.4]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(137, 172.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFC,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(172.5, 211]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFES,Acad,"(2004.6, 2009]","(1984.5, 1989.4]","(10.2, 16.4]","(56.8, 71]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(137, 172.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFMG,Acad,"(1995.8, 2000.2]","(1984.5, 1989.4]","(10.2, 16.4]","(28.4, 42.6]","(9, 18]","(1.467, 1.687]","(33.1, 66.2]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","(5.1, 10.2]","(137, 172.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFMS,Acad,,"(1994.3, 1999.2]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFOP,Acad,,"(1999.2, 2004.1]","(16.4, 22.6]","(56.8, 71]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","(7.2, 14.4]","(23.7, 31.6]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFOP,Acad,"(2004.6, 2009]","(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(17.2, 25.8]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFPB/J.P.,Acad,,"(1999.2, 2004.1]","(16.4, 22.6]","(42.6, 56.8]","[0, 9]",,"(66.2, 99.3]","(61.8, 92.7]","[0, 7.2]","[0, 7.9]","[0, 12.1]","(10.8, 21.6]","(7.5, 15]","[0, 8.6]","(33.6, 42]","[0, 4.5]","[0, 5.1]","(254.5, 320]","[0, 4.6]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFPE,Acad,"(1995.8, 2000.2]","(1989.4, 1994.3]","(28.8, 35]","(56.8, 71]","(27, 36]","(1.687, 1.926]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","(7.9, 15.8]","[0, 12.1]","(10.8, 21.6]","[0, 7.5]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(320, 445]","(4.6, 9.2]","(30.4, 45.6]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFSC,Acad,"(2000.2, 2004.6]","(1989.4, 1994.3]","(16.4, 22.6]","(56.8, 71]","(18, 27]","(2.252, 2.719]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(16.8, 25.2]","[0, 4.5]","[0, 5.1]","(211, 254.5]","[0, 4.6]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFSCAR,Acad,,"(1999.2, 2004.1]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFSM,Acad,,"(1989.4, 1994.3]","(10.2, 16.4]","(56.8, 71]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(137, 172.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UFV,Acad,"(2000.2, 2004.6]","(1989.4, 1994.3]","(16.4, 22.6]","(28.4, 42.6]","(9, 18]","(1.926, 2.252]","(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","(8.6, 17.2]","(8.4, 16.8]","[0, 4.5]","[0, 5.1]","(172.5, 211]","(4.6, 9.2]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UNB,Acad,"(2000.2, 2004.6]","(1994.3, 1999.2]","[4, 10.2]","(14.2, 28.4]","[0, 9]","(6.772, 87]","[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(67, 100.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UNB,Acad,"(2004.6, 2009]","(1984.5, 1989.4]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]","(6.772, 87]","[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(137, 172.5]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UNESP/IS,Acad,,"(1994.3, 1999.2]","[4, 10.2]","(42.6, 56.8]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","(7.5, 15]","(8.6, 17.2]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UNICAMP,Acad,"(1991.4, 1995.8]","(1984.5, 1989.4]","(54.6, 65.8]","(126.4, 159.8]","(54, 63]","(1.926, 2.252]","(99.3, 132.4]","(92.7, 123.6]","(7.2, 14.4]","(7.9, 15.8]","[0, 12.1]","[0, 10.8]","(15, 22.5]","(34.4, 43]","(25.2, 33.6]","[0, 4.5]","(10.2, 15.3]","(445, 1198]","(4.6, 9.2]","(15.2, 30.4]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,UNISC,Acad,,"(2004.1, 2009]","[4, 10.2]","(42.6, 56.8]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","(8.4, 16.8]","[0, 4.5]","(5.1, 10.2]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,USP,Acad,"(1982.6, 1987]","(1974.7, 1979.6]","(10.2, 16.4]","(28.4, 42.6]","[0, 9]","(3.767, 6.772]","[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","[0, 5.1]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Quatro
Engenharias_I,FURB,Acad,,"(1994.3, 1999.2]","(10.2, 16.4]","(42.6, 56.8]","[0, 9]",,"(33.1, 66.2]","(30.9, 61.8]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","(8.6, 17.2]","(25.2, 33.6]","[0, 4.5]","(5.1, 10.2]","(33.5, 67]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
Engenharias_I,IFCE,Acad,,"(2004.1, 2009]","[4, 10.2]","[0, 14.2]","[0, 9]",,"[0, 33.1]","[0, 30.9]","[0, 7.2]","[0, 7.9]","[0, 12.1]","[0, 10.8]","[0, 7.5]","[0, 8.6]","[0, 8.4]","[0, 4.5]","(10.2, 15.3]","(100.5, 137]","[0, 4.6]","[0, 15.2]","[0, 2.9]","[0, 6.2]","[0, 3.1]",Tres
